Unnamed: 0,Mmus_C57-6J_TMS_MHU1_FLT_1G_Rep1,Mmus_C57-6J_TMS_MHU1_FLT_1G_Rep2,Mmus_C57-6J_TMS_MHU1_FLT_1G_Rep3,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep1,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep2,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep3,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep1,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep2,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep3,Mmus_C57-6J_TMS_MHU2_FLT_1G_Rep1,Mmus_C57-6J_TMS_MHU2_FLT_1G_Rep2,Mmus_C57-6J_TMS_MHU2_FLT_1G_Rep3,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep1,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep2,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep3,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep1,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep2,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep3
Ltbp3,149.325889104085,145.249034608639,171.113580059951,233.975399883678,178.153005506569,217.383515371824,99.8677517813057,118.785208455747,83.689120615125,134.116741132058,183.00017739169,178.856134505699,111.177827509741,136.120176968711,155.048199429013,158.570977417433,126.789269442555,196.805293464382
Fermt3,1239.1049715631,1440.06325310677,1273.94943533311,1186.30701624196,1204.47611560228,1278.34572297127,1583.97844286602,1265.8380784924,1410.4253818649,1100.71886832349,1159.20836027491,1115.19927944543,1166.22096316551,1100.44311050855,1141.88832960775,1441.6693578626,1274.60968828772,1366.16678665884
Rcor2,81.6226135625923,81.1529542832286,79.3329158285943,50.9433788410387,40.2111308949425,56.2508449080865,87.7018071695514,76.6520483354487,84.367416005196,49.6850320127797,53.3316370686234,59.1063973980222,61.6642378778623,48.9344683878653,75.2901903372325,88.1541581466312,73.7355494583941,82.4977905653636
Tcf7l2,57.918957178005,121.613059434163,109.561009799503,131.754458060143,163.071794729721,162.813651828474,50.749273721503,77.8476022589669,48.4090958626897,95.4876455856168,114.269641997681,119.209492846524,88.0353248742087,102.364190291469,86.6191469999987,78.3736561682875,67.3279005810328,71.2145457614662
Plce1,78.8104767134813,124.150911289111,172.815974370129,187.443985893095,126.582018893932,102.982451872607,76.5472206070869,78.2508846967495,101.647729847835,135.895260944875,140.247111696961,138.386850337705,92.5547913769972,123.384841138395,82.1219265409842,113.989793200206,82.9102308930043,81.7463335157716
Dntt,4864.35899821635,4228.95612632339,5263.98888329352,2793.46769053901,3362.74126691795,3433.43831381188,7909.69563726019,6690.98820406618,6538.50774212196,3801.78388363273,4212.40583337426,4360.77717490854,5665.64444399915,4723.97307991102,5906.09067852778,6225.31113239143,6455.73719899523,5958.13567820621
Pik3ap1,118.379019598433,106.897054855126,136.115463737506,193.263196198731,127.30816838392,128.307763766107,97.0879811218241,116.423355976636,97.9217468013875,237.433383159505,141.383373851046,197.535423562751,140.504232571832,149.20340560092,117.213622704826,94.5415006124137,95.593030764112,139.96497411849
Add3,412.674567301693,569.388311560004,411.995986655139,469.928523092217,421.350347887049,390.814399670554,397.246448609513,379.723519253595,505.181962569836,502.316836269035,410.468437873909,416.441741640519,417.275302529541,467.386849839005,407.470633261101,398.027810910696,417.945862858357,379.784255005263
Nt5c2,432.10268130332,398.953544304548,637.723354413396,431.219359128367,381.895164713638,418.752994325535,477.999820154808,460.267177493419,539.482673683847,398.093840791027,446.658883734294,488.626964933499,473.633291116214,393.05138190306,494.749227192262,488.82974145669,592.32459660518,583.186084578907
Msr1,20.2563727411167,12.356375047016,4.4431576935128,37.5641303690769,28.4229901347581,38.131407514067,4.36793040253356,13.6162359628022,40.0440141855372,53.1693273777108,44.454565532045,28.3975190063299,12.8160025915668,22.4996928118617,18.5799212240694,8.27063498505678,7.05498498414236,11.3728654700426
Tasl,12.7334981880047,12.5748586154688,15.3208788680094,20.1076271115459,15.4016608321812,17.6398394176887,12.0088363067844,16.2164238195984,9.03427005339455,21.201704662748,25.153310447296,36.9126360588334,16.6166863489692,26.1354900894022,23.7860915107655,7.68815378701635,13.297089244034,11.3026804474941
Gsto1,73.768584589905,85.3193459512302,63.8003041989726,68.2032909516959,70.5635106096706,69.8843303296939,53.3146560374195,55.3559944429078,51.0344481357848,63.2672818031197,59.3433867611389,66.3816410003525,68.9621853500206,77.7312421769773,71.1881979754825,53.5280671824754,41.0627580960005,48.9500375175833
Dclre1a,51.3143680297575,23.1685312315391,88.7732506005098,33.4275785033224,46.1882110793004,43.8587490089128,43.1387637595157,21.8392462402075,39.7390315448667,67.4049567579784,40.7541340764271,41.0862462107146,38.5844575679647,43.7449992335649,28.7410684598165,28.8683707605617,30.7938081213195,41.9158266542215
Afap1l2,91.1061609904161,58.6269996673058,72.2045356395855,99.8158514573421,109.742539383032,78.6309714130991,48.8604989532055,59.7373542579273,65.1179362629989,140.276212968622,83.4589972610751,128.945765103466,94.0807041663006,115.142475736998,95.2223121713102,72.2187360448029,69.8593101402453,67.551874336166
Bnc1,25.4669291384222,47.2003687390502,43.3994936046244,50.276793255508,44.5776582598431,33.6163591359126,36.0057644596599,41.2686795168505,20.3363590834232,48.2690740050647,47.4386619715097,52.8523098320422,40.6345568880688,32.6901397793345,31.7206392905322,24.4960266303279,32.064148372226,25.6186949541628
Tollip,427.94583141612,401.98661583458,505.894488037437,412.374761407116,432.054195868945,429.121297013935,638.008160168736,534.825098244809,525.377623885682,438.997306782274,470.370223807914,482.735934205447,508.647594745964,494.6863513952,495.563821877669,489.029435490687,460.427089324546,460.05293052962
Cbr2,810.13816279081,1422.48815768844,825.611596853948,1228.78306366646,1161.50697455652,958.169316199248,679.926379306288,676.087015832358,575.301812805862,1232.48416167762,1128.44710636378,1603.76659568871,893.687241267068,908.322801976605,1005.84722279264,599.876539134411,737.453333421756,763.8700598864
Maged1,277.931672227116,350.349267722366,293.089878115767,404.651113346156,287.945902968346,283.672580799887,253.96505738686,251.459784695335,200.175994731456,405.098304531942,331.08176599288,478.149823398356,326.876302000755,382.689712922548,368.70818219964,216.153587357159,253.072635190281,270.432023687168
Arhgap19,438.39227316988,545.529975223857,451.14414930949,257.872604554262,367.981294704518,382.184800569529,509.607292431668,561.411225270513,492.34838558231,143.235267498038,150.61333150471,141.794728299212,362.928043632964,280.31924206428,299.602893236486,526.800779664117,584.97976048066,494.095078311534
Cd7,41.4795568524131,31.7338423919342,51.1858740641862,115.6938419571,70.1996526936815,67.9179835544685,32.5987994558469,26.0354827123822,29.5615188906063,68.6563353347541,49.7399356454464,53.4613750008125,56.1473853540406,75.232748120641,45.4700651851063,33.3500952952193,26.8297154406259,37.2971179907161
Hexa,169.780634655078,204.969763837659,194.272820970735,226.040086984637,175.705748365846,186.019302496647,135.477302084358,160.868254567247,157.749762042794,232.090475245603,203.241139919842,252.211794221348,170.762425184776,239.704404472065,215.32158925198,163.154667471452,182.393198566716,159.764749841189
Adpgk,228.819234626527,227.062783996817,242.56699805882,279.195482491274,255.103684485461,251.474867500156,217.425939977516,184.756508660936,214.375610531017,221.147733558459,227.149687900798,234.712176598406,213.826426661555,248.626463712467,230.51146669194,199.951255926122,202.291583688486,226.508125298392
Flnb,1512.44180747753,1379.28485534958,1307.782814256,1747.65206300867,1506.68727182578,1459.53914087529,1272.23746243995,1216.86463569706,1211.11271607395,1540.56757658174,1455.19402574201,1580.76542268632,1410.38730956977,1642.4757847259,1407.75928239538,1280.81883195749,1228.19618730458,1305.72476949583
Dnase1l3,158.007577414646,134.815706161214,144.562516443537,186.917995425677,234.604624826003,185.996973602171,118.192334023284,117.570778434178,125.735329851449,203.117950352521,145.821590569864,185.508713213939,171.122921841754,233.099040855227,153.359533818867,109.607035136059,114.756273910642,139.506852288922
Prdx4,25.4398659811412,46.2518649697773,30.688225200174,28.8049779510832,44.6912964971524,21.5357016487421,54.6616546525662,45.8816347284134,43.7652164209277,18.1123342435563,23.5871649773071,32.4434496142656,28.7024999874235,24.596826700344,37.4181848538275,32.137566131305,47.0917886604877,33.1805115037496
Itgb8,47.0795941322206,47.5869699959137,60.7264718004518,74.9862672937445,76.1210285907236,61.9625207365507,48.6983459939679,50.7909788236149,41.9768530742201,91.1735948237459,63.8729714831073,59.3986564462031,58.6475548560208,77.3340404511052,47.4301568182385,40.2507941030564,39.8490333478159,53.0850075886897
Atp10a,872.467479120918,1243.02275861918,890.396494276675,647.604279832321,530.335680270718,664.683821909407,1252.60921473304,1074.12030027977,1119.21188621059,856.49539292566,942.655079301902,907.225853219652,1041.30979949642,929.818798761272,1011.63594605694,1079.85963432506,1036.14842713042,1100.57972036085
Padi4,21.88258335612,26.8882765544294,23.4667050635625,18.3468893093964,10.4908619752861,20.273385271993,30.5312979464971,19.9662836129102,18.4384639675742,13.4116533712928,14.5817195471311,17.9978406595434,26.7353658982128,17.6468570123104,15.2792338632719,32.1116566832529,28.5594382126441,35.512980250579
Cd63,137.151169666894,158.656688705754,117.291523500766,171.238640805407,220.657226021581,242.213620657539,86.3166120830509,92.9814326241248,87.5912281486401,150.760537044837,131.129951316384,171.58471312823,122.485918644197,141.820170116758,118.183218434776,110.517499250964,94.1270319071429,107.579630716572
Cdk2,557.682377386407,486.645442536886,563.0927463389,414.973314734911,476.099351450054,446.884821461335,661.934981907051,612.329230250622,524.210526791806,342.405061823789,344.675449101052,315.436115927543,422.544626604971,399.694920946173,426.412771355803,532.122696120764,578.612915679339,520.484312632673
Atp5f1b,3100.72227121771,3447.33013460557,2936.20875205078,2500.62766920756,3396.82805346791,3286.76068993671,3850.28118047858,3294.14528808691,2967.65101861924,2407.58793983418,2556.37803483761,2315.19378359166,3110.47976604674,2650.97299468601,3016.89150996944,3174.54050776077,3294.91254002361,3151.81054686272
Prim1,251.114636992761,226.64575254436,226.753708958475,152.073369521395,202.37980964926,179.805944052598,278.442889961446,300.966640804701,268.828528636663,73.3129046087473,78.2488677564829,83.3582663134897,207.291734275443,172.996999516239,197.400029558679,251.92651259294,297.17690457076,232.091470429743
Pstpip2,68.1381410299077,64.7098682089034,52.9209338498161,82.2663693085515,95.6099698128734,62.1780965590754,59.1414322793598,42.6335612139489,40.180042827278,88.1039885295142,80.2173279201677,87.7404747936584,70.4414615015473,91.2271712287825,83.8174670406024,58.2812382481673,54.275995402782,56.6159769019611
Avil,33.4449432693768,72.9343199254855,23.185590168112,25.3013798177755,58.1262929190879,61.9145004965314,28.9341420095933,31.5194992282023,17.7862954181082,35.5084107190925,33.5000205474197,48.1086247353144,18.8491760496299,32.264326164099,36.3014637471255,30.6090370596171,13.6989926686284,21.0643889852942
Adam8,172.396420604731,161.35624724144,125.603671255945,181.829710365517,183.9381584894,192.067657842794,96.8817870596323,94.244657643718,108.584505360832,126.880840794411,99.3601842164035,109.221413093962,114.362634899774,157.517720674237,104.427236357313,129.176591357286,91.6479876789428,124.172639057803
Ifitm3,176.816253166695,202.98494275045,212.072205951872,250.06378373924,344.355984199881,334.365196307937,191.020880171803,145.474136513577,131.344312622928,378.825951134809,221.0202555103,286.613309133431,224.266889920911,270.269110463614,214.212270645432,164.115883976804,205.145735975144,185.466864938516
Irf7,214.83947266484,295.555850153685,263.744797377427,450.699630848292,328.072910882154,381.129157899265,142.239477601052,171.017086623757,166.30559593055,605.934199251191,216.301545357629,274.709229309269,171.48736096634,271.672069404704,180.718958868746,173.553360951269,205.662097899186,192.860591736325
Taldo1,565.063357505285,550.977995507461,529.739458073284,419.312158082049,464.385622510169,449.827196529354,719.537096432498,505.453257689355,536.677199651994,462.520342596437,436.009576496881,485.463288472922,526.676558828645,464.249985485718,508.064116151162,577.878318221008,647.063552894642,537.973631442281
Eps8l2,49.5355778797752,75.307034726211,82.3296109171943,92.1212994767991,103.555270615798,140.22115801398,69.8593146178929,66.785148257451,54.8271568794529,104.522007275347,74.1350404819737,120.66906907319,80.250937028159,98.4398189541604,73.8836893779532,86.9102621889407,45.3499904094922,78.1120543551531
Fgf14,158.088750567254,68.2582200871107,104.172415884633,137.984393413872,154.507937333328,130.455187103155,106.22476044732,103.689849973758,102.280719676164,103.316926417564,120.550300313048,167.451470065425,123.947931151417,148.869127005203,180.048918147509,77.4230773236533,106.426262249953,109.273586667866
Farp1,70.8502577894508,96.0766942241573,71.0777296168803,143.643207328751,145.730924226393,78.5161252562078,59.6062297324714,64.941140760502,68.855710641554,120.159296240852,129.124769604694,106.748043752357,81.5859388920149,98.761234822353,93.5987296763141,49.6761558201204,48.4067380397689,55.1719174455497
Dock9,383.832302561402,362.825119374999,237.955603441439,430.313349550338,383.560374215369,320.003878571552,269.41773888958,278.752307758272,265.658708157945,351.841602704542,357.684227145091,358.864362500233,323.427544543996,370.341798493099,283.941704994049,356.241241943773,287.803169583726,293.15994748582
Gaa,147.627287384617,234.565137609466,226.741116631328,270.971943105581,287.168576418952,227.303004305271,233.292890906948,207.32616923801,168.374525747678,230.317543688426,211.148561914043,300.258976681451,211.264405518024,267.816860119967,276.415007494479,200.657590175992,190.839141056833,220.770454705053
Eif4a3,406.239104148038,503.408581763844,498.783614998966,380.342349963033,598.05571952526,545.394251818042,472.196162091561,438.662747941181,527.000733493991,311.026049738227,295.242646740817,306.526625414754,409.928746637222,365.108548167307,448.713526029878,520.497600684418,472.015663958582,445.510117732044
Klhl4,22.5366675633759,23.4668241715501,34.5780960453183,38.5783020113182,36.6225457221804,30.3482927947,11.957343195729,16.1453341624608,26.2993239887748,42.9384770556621,28.6176654288819,38.9067487993476,26.2037611633148,27.3153872920466,27.2668293936613,22.8323737879706,25.6983802462586,21.7548318193888
Bach1,1495.26518942953,1149.06748035119,1225.93025280286,1205.43641317076,977.070873613585,921.704572743088,1668.26403543169,1533.71373918951,1383.89665268454,1139.47700661215,1234.17192840542,1144.12438853502,1232.64375578923,1213.41622531027,1202.52302674474,1369.97933182264,1447.92501659537,1483.69966479524
Shisa5,698.2900586744,565.169384906959,757.062126021415,1216.44839054403,1238.45529515513,1251.69074319845,704.817094553145,715.965192304974,609.108540444306,1408.34605057936,1003.56595273548,1074.70258883776,794.014144819141,1318.55823683699,1106.23231428413,696.246010022951,668.459545190354,638.070464774632
Alox5,23.8202612318923,6.13770010549354,13.2141837600375,30.2018785560667,30.8564278164806,19.6449229086735,9.79969737402264,30.134789729353,14.5255115836542,17.4649575044776,19.2030789099461,17.755686544518,22.4661622825251,28.0462040177266,14.7174325425093,15.3013798045101,18.4161969177147,13.8959146667927
Marchf8,127.834521834609,122.73724526858,92.9108129865706,250.887681041118,148.69341178351,148.467081737255,156.96564423047,87.1912900908734,119.727068332398,246.613970584781,159.902013064627,182.543839092732,120.62631029217,127.314469623687,120.044268086609,96.591450467821,92.8307623063394,171.161182294551
Prps2,805.402832272521,518.210043567544,853.219445768407,757.341070962579,683.620160881847,703.96776539802,1159.56804745899,1156.32340161556,1301.53902755157,877.692559587857,887.141162860675,959.414089168394,950.91829928905,843.579129133854,1197.33902385258,955.410132781568,1286.92144566022,1094.01284210061
Sdc3,307.780719545872,355.479202490646,376.759218349293,541.354362774163,444.12153252095,416.131340250234,256.805087572031,219.728356759199,232.097452967547,584.514617428885,448.384359501943,503.424388694001,288.63228110777,404.156154448196,383.656892152807,324.043234146535,280.642556201694,294.140662344737
Hadha,932.66277850478,941.121674530348,809.321141529199,851.967119898503,808.198683516014,779.25454748369,1000.20123276623,1034.52337451243,836.158271654942,677.195986110603,711.306108875812,774.769163847206,796.984899571645,736.668422101613,738.163007690369,740.844462969834,823.560750648046,816.128613915466
Plk4,330.613060743822,248.162855362077,293.796507940898,139.219108532278,234.039401238764,171.35014417514,321.715855368317,354.50789003668,434.282175062912,116.028060975289,106.695557314216,124.263697890072,255.695390516703,220.597206459413,263.917184123412,346.741547659616,375.578457561061,267.433188003568
Pgm1,137.477613301215,146.209002563158,147.144713049675,141.842191164219,137.760889451511,131.944669384941,130.153959331654,87.5185334403156,103.675420997939,128.134922936059,159.025004947698,142.028714502267,122.549576483144,132.378541082246,126.197259944151,115.14949440493,108.876252030627,112.292342259832
Pard3,125.54145396489,108.481978245214,109.611630981281,227.992640960733,196.633790002696,215.108030301477,158.343725999324,163.066811526232,88.3535147367007,175.751406120059,196.744781662246,183.998259520662,126.618971795282,149.402757960898,133.389273911329,157.594404007897,101.277846203153,93.9195682059023
Get4,189.040071935804,227.323377552689,195.306130327431,192.30623966244,95.3549568497422,122.801292979272,142.850685315836,171.436204277458,186.792118817759,108.843302608391,142.089919862614,135.351812852589,112.704387364003,125.372095177216,125.198630727305,163.794676241165,182.223485911005,173.194042177939
Unc5a,30.3393042064087,26.0971187694431,26.7129820767391,43.934815432183,59.0034461924717,36.3702624217482,14.0333404363994,36.5361020656633,23.5623128077513,45.9817930053672,50.5434863889852,43.2709464202909,20.8030734695884,25.2957793561773,33.8963475207666,19.47467294412,17.437893078508,18.0187717079829
Casp12,39.7844075367771,34.3753920187462,34.5952077742816,57.5650140310786,47.5269612664619,40.4582137375984,14.1930943153813,34.4136103741471,13.8240517599754,57.415569303886,49.1338601491323,60.8299770817936,31.8171259063813,48.258886508187,51.0667326292554,33.602359647569,32.2538112227483,20.8884611523421
Casp1,48.1041661290583,37.4188485685839,23.0248572244775,57.7315464003964,48.5613530837814,66.7676089626094,27.1538691638662,32.4963404549997,31.4957627152791,62.6832238376401,59.5752274438106,76.5117862303684,57.0405098895774,61.7323695834063,60.4488465897962,35.917390779138,34.4641645610074,38.4373357001832
Stau2,30.5212398848481,44.5435884510827,53.0007462247908,30.2694017395076,64.5464307561102,23.9472316296155,24.3237584769737,19.319889097818,36.5684064147034,51.4526788720007,36.1710918034017,46.9578998354246,42.6610314723182,38.9546994574731,86.7941950912107,42.7102600709618,27.0309123746402,25.0886275099392
Tfap2b,12.9819142196027,26.0676180496203,21.9477014351639,26.0803938583016,15.1239173340611,15.7522592957871,10.4924208332249,12.1399654631079,14.4220932174653,21.4826604873415,11.5209837544578,11.1587237915814,16.6642870577795,52.4492966488533,12.0256455958594,6.37456013745522,11.5742588249387,5.71209561607522
Paqr8,80.2464912675345,80.0824916170957,85.7095542998697,126.622022310309,78.856606180275,99.5012748504502,74.0566068785123,59.6704469550497,61.3810796005871,100.158781756632,92.284868389956,115.134493704641,71.7613395277276,71.0480858766951,64.5598812144163,49.1100590458774,71.8201996955061,61.6078752149004
Eya1,68.3151908620561,57.1619913374904,43.6779847909881,173.556747022002,151.685416748408,140.278450031267,61.2529185098194,60.8382586462951,33.012040509949,131.005015257551,133.305572116577,124.379585083803,85.7382493055503,109.711404657801,123.771370245872,55.4917799045481,94.7112952409833,54.9192439417509
Gm4956,3.95921950759639,8.68563029914857,8.36142197694737,17.322663958768,13.2811966156668,22.9899351092646,1.41117817333708,2.85834871404533,3.14067749841856,8.14449375787026,5.35246444018272,19.1515931598963,5.93864702539139,13.5305077630678,6.21367835009079,4.47991869126296,3.00008535544075,4.92175321767443
Slco5a1,129.732094578231,187.349059651418,113.307911924695,156.386519113864,149.539600214698,128.543969034959,88.3790095086259,112.047517059596,72.187614820243,134.8438073037,124.646614322253,130.291270213561,103.848321058756,145.80871625722,115.036012659447,81.5042327193663,88.9760016382156,93.5149895128272
Adam23,84.5174119026253,124.073988513472,139.472741893015,129.162799006415,215.08365260876,84.797254935158,70.8606113294061,100.740290760037,110.480723851799,110.751462842375,88.558905668931,113.180555728516,88.9188584185994,157.179145068597,107.291209466462,77.3730908121551,60.7357042338526,84.0232793114873
Nrp2,83.1444015874468,112.440846994868,72.2053396004772,113.441760079378,85.2960190619279,114.217008699384,74.9576610604082,54.9236659091625,71.8441219588884,102.291126313827,79.8922240583376,104.199393992038,90.7202898355215,114.919934549106,83.6104585698585,75.7092468684168,57.2983493108233,70.3299530964618
Slc40a1,276.811650918497,264.785382745659,304.461180019379,328.184639578192,269.086461937795,282.684431883354,233.548351535002,257.252060450052,248.886284746141,366.346762601468,302.499892656391,453.447049939934,294.802718106478,236.318652350441,259.931294832682,175.69566295534,218.545094837744,222.162807830451
Icos,132.926434412504,92.5226171458489,139.755077698733,139.820487060047,83.6658320182663,123.14105825544,117.284843974763,81.3462080864148,117.165362830456,187.022030384688,159.915869290306,160.397017177935,128.861814611716,151.4361894794,155.953324006709,124.414460052974,84.8525682159925,102.870830742078
Raph1,253.352210493855,186.714952906255,273.568693009178,251.321627109411,190.650502330525,122.088855503875,179.953938027721,268.743292887539,171.069353278536,323.255699193964,266.638849984863,363.887945446619,272.350492725214,325.361393891341,367.357959344687,190.982649928494,146.237489055565,296.736701140337
Wdr12,813.240994491512,589.895381205824,664.877065824791,668.296954748076,546.016225483377,516.458173768301,1136.39802255809,971.69342431972,733.850296276695,858.925188958362,716.199068314377,564.119662512196,841.277777393061,792.323152185439,868.713164683016,885.288147705457,838.649075382386,887.620919677334
Casp8,348.830679943104,300.852126080073,320.41296785523,350.946157288558,299.101668055731,376.89936074232,308.216893574835,317.405635599777,310.741265532985,428.3827181545,375.495190299027,436.392363686889,384.470256719386,379.678909211298,382.107485956123,305.695680082937,278.730883257792,286.207098895073
Col3a1,211.88842761897,159.020326168739,118.141032515314,215.869980538988,84.6182553105979,105.263966608978,248.179963343508,133.17211629203,108.796583292887,257.574766727924,145.438373530929,162.251920436187,197.778895502775,271.64018124008,194.683462012396,225.613938342374,287.74293173134,488.507261421905
Slc9a2,104.03593608679,139.371204742186,73.4392695234369,163.069683078261,111.034332606982,124.018829509977,81.6651654599985,52.6568954392245,71.933883781925,136.310462507904,101.544290482612,108.420528218786,83.2750190049248,97.4137456004679,73.2952623106344,46.5518028156018,50.0295151286607,63.8045115853731
Il18rap,25.136424789997,28.9753074468929,34.4512467034018,42.1731520661202,41.4038582605818,40.6891236680744,17.763753630387,45.2391562567592,18.2699863293256,54.9542327909355,35.5432388077879,49.1961193130033,29.8697828165402,35.851979248915,43.6002884505121,11.5316493965576,43.3685535145679,27.3900826262464
Il18r1,42.4415142038646,66.2817721901413,75.8475487000747,107.184192309778,63.555125985433,77.146297280302,40.0219352525097,58.7036301033281,72.8026321456057,100.633142316577,113.70949727326,87.3520800635561,69.0318175651843,107.49551605261,59.3483630267081,52.7483048979743,45.1928292109152,65.5007002621634
Il1r1,117.12372924957,98.0850272612872,48.9105798015397,168.365145341835,76.1181324026495,122.668541125403,67.2962212741026,78.6265838658377,55.9676291204772,118.256196837208,85.1100949196595,117.915613494636,86.004696772684,99.738697034704,61.742391813226,64.1177449990582,53.6163977737015,51.6858067173995
Il1r2,15.965007360616,10.5091630105197,16.0111330475977,11.6396628226191,11.908737788398,12.3729760456419,5.98777813464026,9.64743406578915,17.5660736759815,14.8411349156185,15.4065795533236,12.4076815067883,17.3632017554817,13.4115471373729,15.5856083297452,6.64616267651312,12.4066967819818,9.4171531978809
Asnsd1,172.978935071057,111.626596496312,149.871128438284,150.681593062118,141.551411938039,138.286122522346,222.945355372699,214.042609762258,179.223333160763,150.146820230131,176.972765754241,160.685738529728,172.225632841092,169.632883040678,151.519386379285,184.665687349556,218.310422302094,149.452364276962
Stat1,1562.9599108023,1911.81259817519,1625.33587140785,2384.4252353569,1523.96215168276,1571.86565360543,1336.12000199394,1287.69642093349,1442.19597073037,2839.91553196136,1814.00455396416,2063.09190455903,1598.68405271021,2063.9928203392,1710.13630295585,1276.95233410756,1490.21011291553,1586.1957779822
Mgat4a,675.992536153828,586.566524102057,779.381472956816,607.122164457914,520.690962246154,583.200819106413,1000.20212628616,867.612129608175,889.671614356331,656.108356467783,720.341570354195,696.801263693809,761.967618948794,691.316706754067,691.309529540057,805.030993656594,903.954855364308,890.790537904591
Sema4c,100.480686688678,183.183936513974,155.104323894084,149.278491481752,175.974446619123,120.39741014997,72.1786578681174,109.414480327498,72.1728247848449,147.20514113314,135.176546965636,155.676983220257,88.141813867129,136.278338295802,87.8459079867335,70.7196283502666,76.9748535505006,110.037328443673
Dst,3798.24973849361,3709.52847795587,3267.95340510731,4655.0276629989,4277.54176709628,3974.04626650602,2366.52119028226,3450.45497617532,3070.42396902429,4088.61691186903,3464.65983950257,3882.09827456062,3419.40594209687,3581.52170425998,3208.38379285412,2616.88896925665,2361.26651953521,2550.33409044627
Fam135a,23.6646360487729,42.7978659711895,26.0854972584817,37.4562569160821,24.0983143561161,52.5739069644808,22.0799759957975,33.1137654373813,19.7555519632488,81.4255415854338,39.5144994371943,36.7348312388397,25.8540869687598,36.2788029361978,44.1863863927264,26.4765604830181,24.1800175585419,18.1360517700784
Cyp27a1,43.649731872852,95.9765244699766,37.1390596858829,56.8070377139905,48.6457398572524,85.6720114771626,33.493107030703,59.9032128270085,17.9645775653681,74.5167723996324,56.8682739126334,61.2084547571964,52.3458767444708,50.4039861957275,37.6507314046849,36.9055780594917,35.7741392400882,40.5594354034052
Slc11a1,57.1081947432023,53.844032575826,63.4212048559093,49.7796217437187,88.0504932183447,47.9409372396912,27.6754956582083,23.881215332718,21.3946494742964,71.3626954248128,52.6875829432861,70.2080642938245,38.0011418588694,53.4931735804011,28.4280846024316,19.763714364796,48.5154598851044,37.3005674835042
Igfbp5,1876.22338115822,3092.88282562268,2426.37320570497,4707.73048206379,4482.22041460956,5080.23351936283,1786.15693179227,1998.0306803553,1621.26105996806,6155.7592393668,4860.11606253946,5081.376369141,3348.08560520746,3262.16553471911,2398.990787342,2342.88421840424,2472.41800420489,2192.23152350246
Fn1,342.698709376788,608.823867968225,419.785328427772,607.893442863473,614.564579657291,651.995286049322,322.261232272631,356.684727044407,307.924069510076,899.874710501014,567.123171782226,560.09454153289,458.673400064499,599.633125663726,520.889257335049,570.35066962641,486.37331541698,541.497534837536
Obsl1,91.0281876789792,123.048030586348,47.8826860154896,166.32261666493,126.253430715935,72.7238504316269,48.5833115304993,60.0367715333433,50.7047571928899,77.8312822806142,79.6321128932398,92.7523848582103,88.4688992716363,78.8865081621838,68.7831035252836,90.8333275026918,81.5768691209903,87.6891009681795
Sp100,1226.92778939011,1072.16099143065,1320.49468910649,1585.69858799586,1404.74668037744,1533.83713695468,1346.89009568979,1317.17518295181,1435.74352994964,2163.02758509224,1792.57485836942,1727.38349902717,1492.73877458057,1546.41576045479,1536.96678469442,1247.64279965452,1194.5888360283,1107.39938980554
Cops7b,153.289625579027,120.984665071671,206.055353696863,147.70313244332,157.738688378461,144.506550589053,178.245630321157,113.995754963521,130.056970198046,132.390073432571,135.391345329707,107.822871246637,136.637322278873,154.630668902413,127.376957604091,167.268328037406,190.370943490489,164.878848348812
Serpine2,121.211399314859,141.706055350842,119.956894612103,171.980872144795,171.132699332981,133.473695776053,120.014576347841,95.7038179076113,128.034194925177,201.788319774271,190.623345331392,203.328388778305,156.153170838602,245.959738211061,149.085180574423,158.088593922924,133.588408390679,112.230260906963
Gpr35,36.8888860905863,33.1931626189419,30.5172730670992,62.3576527705946,41.1580681619461,54.5346399447618,24.6821288593527,28.4935175135244,24.2994884758324,38.1966728850583,38.6939452544052,42.7684375874845,25.8195333658612,40.5482569289079,34.071100850944,17.9209092312581,31.5209695401843,28.3319171044602
Pask,115.912160779993,127.821070993113,111.252360209398,89.8328117920236,190.701790827901,89.6586628606691,130.66994609561,228.418448808414,132.722156854601,41.4744302246403,48.829922174425,42.3591266628135,81.011362673905,76.1737924759798,93.8404893367364,152.363364552147,256.900827588385,184.666984426873
Mlph,23.7370599106667,18.4474369285738,11.9750370521851,21.1634699384632,9.61615567793765,12.5173687044,20.8673458876608,11.4640196619881,5.33936760380071,11.4343363415214,15.7331198795263,9.05564137337463,16.0795739928004,11.7547568659364,10.7080065531172,15.9998955576721,5.50256074823451,7.65772528981832
