Unnamed: 0,Mmus_C57-6J_TMS_MHU1_FLT_1G_Rep1,Mmus_C57-6J_TMS_MHU1_FLT_1G_Rep2,Mmus_C57-6J_TMS_MHU1_FLT_1G_Rep3,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep1,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep2,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep3,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep1,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep2,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep3,Mmus_C57-6J_TMS_MHU2_FLT_1G_Rep1,Mmus_C57-6J_TMS_MHU2_FLT_1G_Rep2,Mmus_C57-6J_TMS_MHU2_FLT_1G_Rep3,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep1,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep2,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep3,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep1,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep2,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep3
Dpp9,399.575666763785,470.715472678322,426.933790537917,451.642014296897,347.564055660748,318.32844262551,453.789189865769,382.370764882997,441.517986618178,345.31569983891,344.630534274871,310.93774111831,390.115193900419,363.093511262497,369.403500944567,529.404892633158,497.688401551485,502.578488532579
Itgb7,292.171366862013,239.188377909608,244.552583202545,319.53918780992,364.898875910349,389.400892307882,169.130543897602,180.343942722252,177.208529766071,305.726887575062,239.528079297704,255.956508483643,184.04293319524,295.659309319293,222.679801913371,211.30661634083,156.733168040216,165.121988364583
Rarg,77.9485123082111,172.071479033041,61.7518335721135,107.800328983432,92.2167186632202,102.60283252189,56.3008621528505,100.38793119923,89.3688206471054,94.4949243838988,110.828269113585,92.6406919624765,73.6856578298781,92.71816717782,69.8580022262693,84.0382607749555,58.5075088744502,57.4352326002991
Efnb2,95.2470066742861,100.464759631079,91.6405299670364,128.401444521213,103.516178779769,101.985373461831,63.447348052862,78.200543231675,60.8345736569671,170.692766747711,145.387869283412,111.564494731688,87.5065683331594,118.851922050156,82.5931047027075,118.491404420118,85.3725056028848,117.001427187344
Hars1,218.979072139656,197.651159067966,249.881705023634,200.717444313375,243.785582225681,229.887289567196,264.265644012864,249.16311779184,239.457613875631,144.548041048292,154.775554427992,190.114200100336,201.68955148595,180.852532914981,192.084991923197,239.071830023547,221.281422135383,235.812018805311
Smg5,635.075681203642,751.055074732907,604.314162715226,542.797758116283,588.925362940733,601.26078394552,648.264505990497,636.732064275976,686.964710196367,573.99639507813,529.77866343655,477.662590751566,563.134651042381,586.717071547384,584.148815871702,652.628276139522,636.44135013154,648.846205463399
Cyp51,86.7159660461884,94.658242278948,178.719186600695,81.0003609903909,100.891083174451,80.6886593008643,138.565300698589,126.259717068204,111.820088611535,58.9670512441508,58.086785136099,71.3817467695489,102.91307641112,57.5113323320992,67.9686799052697,116.207439719955,113.085787774998,140.425873944619
Pax9,106.058771320952,104.049323521728,121.00676051666,148.945159685054,144.706916668709,184.352570135952,80.0653023166395,96.7456237991659,63.5916480585588,163.19511124777,135.343326235244,163.05233176088,104.264485478006,128.399793938928,123.704962280662,76.7409885163972,98.0667616657964,88.0276489156202
Itga3,97.1043698887848,157.800642696192,112.514897441637,164.439621366453,164.239801231792,141.558815764896,89.3701828834448,87.8048808096627,81.2985108118199,210.543008867214,126.396304446814,118.430119822152,125.549558920388,145.190217550968,106.073359040422,95.8694247268367,99.7565707933426,116.53595705027
Foxm1,480.739733742875,540.482287742496,485.742121947541,151.364509889308,354.67153446199,435.064451850683,638.017629254784,648.973542080781,499.642652622657,135.228281525639,148.463048211537,167.3723838067,534.783271663571,449.762249932808,425.84104615558,699.636204530694,687.414600267146,605.733157012543
Tulp3,192.356433355105,229.357896369677,262.178247041907,314.926251921617,265.083916222184,242.082726527625,186.314011864478,227.032905172511,169.44244803085,271.168951067241,262.211418674844,253.766906287919,238.501267779755,260.179666331316,265.220156623252,213.1520554976,192.005148217612,252.771357191816
Gtf2h4,457.219117348686,511.074348119117,490.636938436606,351.249220280987,384.407967659498,425.803277306386,574.896294419566,541.56899904909,474.815970416676,399.210937787218,404.91167389406,443.433831000334,384.910827380274,370.979416151348,408.344133472741,511.534728736901,534.067520053903,539.860820934491
Tubb5,5996.30280188997,5304.31357624075,6154.11644484451,4021.97306789326,4535.13012555413,4597.87062346048,8403.27563472257,6341.82115472188,6721.61532499176,3405.23638754245,3421.21379745126,3317.08588303236,5938.05999226905,5299.74240604382,5591.20768755588,6926.39551583236,7062.91390171491,6367.26376617474
Ell2,87.8539499999166,85.7838873433946,111.396065518904,160.177984377835,100.717425440992,126.664281727487,73.583537566636,104.045370314855,101.007966256287,161.925595446373,118.605750024882,175.333743807898,152.741109085401,127.776434764988,111.540983403392,49.5259817628122,87.2592376232528,95.1593207684802
Ifrd1,168.817683775114,157.262178902686,163.50607878659,163.531499979502,117.732779985859,162.48845070622,151.07260471714,175.198453145862,136.652166185575,123.178825022502,110.508598060052,126.875686192824,101.090790242311,117.79186654072,130.746325597761,131.94469602432,201.716963393803,172.893185705965
Akr1b1,471.042297844969,495.430131145928,506.037211021518,428.10424934507,362.609020329928,439.737085197527,631.885793753584,590.490909624033,543.711218017173,423.022717801132,347.442592498795,448.266470096058,451.484294871102,458.785028217046,459.923031686477,432.233355986114,480.07496446671,503.985660861602
Gramd2b,305.811513993013,265.765788820289,246.644983233522,310.760074905394,282.905802331752,323.180470248182,299.995989207481,282.438260765386,247.616683611466,357.574760923513,381.546177702088,344.902325143424,305.011411523025,334.737104771346,337.516681272311,218.442746124973,263.802897676762,256.19521288005
Rin2,137.573542713066,276.04350952069,200.961701466735,214.475664241103,224.541594255705,167.313465024178,147.069342448787,110.581750855699,143.61989151337,238.152733565721,179.963741241599,176.708369928504,149.308841776057,196.312952620618,128.303964761821,159.030433062816,106.204580149157,149.702014906353
Pwp1,168.732756402684,167.724268950699,166.06136722779,107.013574211687,108.399823748014,129.313273428294,190.606158052053,163.349014806568,171.254830538455,101.632826237254,111.516651165266,143.101716292086,136.618093094874,144.256809124297,148.743873764534,163.404390797677,173.901297728386,174.692988839427
Ltbp1,76.1249351473853,106.398142308637,123.934960844024,130.164256471259,119.155848693502,117.022685505357,68.616751213983,67.8240985240973,73.293391649339,153.588961512021,112.386115688309,123.365576237313,96.3168457054013,143.482441759433,104.128696169415,82.6215751411161,142.19126131958,96.4860380415305
Nfix,204.58864198828,296.252772932871,237.280125706187,321.70075999988,309.451691636135,247.904837811915,215.256028417252,217.024495861913,173.439618960102,317.909724783547,316.941945294154,341.335799190104,258.776600309782,289.992860797947,265.615935569431,274.918991729691,248.901128472167,231.857091646007
Gria3,152.036739539749,126.093568010343,104.63786468167,122.635061224853,129.277817856802,109.923517465855,65.1066113183636,132.010506566213,84.9098163553417,200.64432368392,104.73573837117,186.621680384466,117.681648873991,119.341658313223,123.422920056469,82.8871294704081,133.350892237626,89.2308763811873
Ltbp2,79.1925889769417,168.485666597377,96.6630117171357,160.453495879913,155.149563156933,95.1855834466948,45.9045635007995,82.0817699896665,50.6215930703345,67.0430688745835,105.705304073512,93.8806049143104,116.003473432581,77.2265168158267,65.6162076924124,72.3154061685208,92.7119724868326,74.4233493422231
Rab34,14.6628311682941,24.6558296783431,10.293173025048,45.4802756077286,44.0098585928149,26.8381213064835,21.3727705552521,10.8183179534096,10.2579159858216,28.3347127249731,21.1235184905149,37.7528542759125,24.5792651430461,23.056676814011,20.2218956031554,16.6767847715908,20.9459120807871,12.2071234078979
Spi1,55.5406485539568,65.4777463868406,49.5081177773404,70.0648157623479,49.8168120996983,54.4874907172246,46.0264610382735,25.6106559699481,37.9658877839144,82.6142552311447,69.3689113145469,85.6594448915455,81.6043559441176,92.2651325365064,36.8210737535733,58.7390194733675,54.0056354848734,70.3632963425509
Vrk3,302.393355271667,284.560604679176,273.59473276724,282.942894565523,267.312966030398,407.118304727984,369.62022009684,311.303355646058,358.272782076143,311.941803572827,290.883208554801,283.006783472026,329.638684357402,282.807468273583,348.894645271874,341.364054325801,316.595646387487,332.884983163092
Paxip1,508.064308789601,419.089799250071,463.154648131028,340.371396069178,409.67106291989,370.806754604409,305.219432638543,607.171253469721,484.22372860003,334.20841610404,316.700330630646,315.084787766492,398.529883787645,421.209317893721,383.565964032995,571.681408269509,604.392458370116,543.496155428303
Rmnd5a,5945.45899599612,4299.36595778684,6180.3592315604,4451.73516590904,3907.77456025381,3822.53928453314,7054.65192115492,7693.2314223214,7371.02726811519,6515.62209819663,7334.72489519056,5796.05450420022,6683.3512868269,5652.6287859634,6586.33267759239,5659.13645372792,6650.23651113048,6405.6409966311
Mov10,233.762527173284,256.985692008867,355.635043602472,384.988837665068,267.675720378389,284.094792082654,232.830927323163,193.202753182335,251.428147511998,353.589274414294,234.11489455913,259.622052937578,245.442570003488,256.747126160916,219.186655085314,218.714592784114,206.813270402963,273.319474598309
Peg3,28.3792037612763,59.1489890052808,32.9639432328139,56.3715353074187,73.8976617679908,75.8561551748714,16.2703028508417,37.3728290985407,27.5482689116663,84.1753691014804,87.6290352575174,80.6725909364533,59.7542059322849,48.532292779513,53.1675793102027,34.676552717119,70.968510600389,44.5937134313109
Dbf4,406.26519773591,326.31143819333,383.697422357022,260.137091996656,322.544235639009,284.189288463529,404.643826274791,476.402307510756,446.667585717818,241.015504259281,257.966169824426,215.100683410102,422.066921474856,346.684900720671,378.306435836237,457.47970651159,442.971427797511,391.909853162465
Rec8,9.96832186839788,43.8865633727495,34.0969966965816,35.3670354692913,26.6924769513045,22.2554818095276,9.72057988108382,30.068797650869,39.1297540836823,12.6204939188472,15.1032382155832,28.7747973659427,31.5646977507345,17.8020368466292,25.0816420186493,20.1036759853901,10.8962701185694,19.6713649304045
Irf9,342.737549697847,377.209320909204,360.181406992596,545.670797897557,373.651358011828,439.69549941451,300.534968239035,277.700715431662,280.244854895458,807.590200376246,377.170150114413,479.687254874659,267.461387675716,404.185443180145,276.386267689774,243.845565651645,267.691893561862,310.481951913489
Slc25a42,197.147704246434,180.173060175964,201.655936008652,218.593361714104,195.619555180574,196.00028352665,145.888872129274,164.044908936039,138.129249678518,226.551836578974,202.468012204316,237.021789132513,161.603160075484,190.921572923891,186.569018292193,197.066565508264,164.6767226416,152.9735442131
Snx9,153.158144939032,180.76223440469,129.433326758074,216.409056557411,195.780808356102,202.242450168904,137.436983119304,143.650183690128,116.350843724274,194.534097536841,168.307784525857,199.394302449632,158.032957119283,168.394450012094,156.743295082057,120.420669000603,109.316501956213,123.838653722096
Ndufb2,106.97951814739,121.808179491027,101.833815651493,88.9845623421257,176.992963624827,138.483213064949,134.830823390524,91.879656291989,115.195916504357,60.5308369262188,76.7396130478919,65.3191083209289,91.234072050123,75.3143974743829,71.2407351358544,104.747370181369,150.211975282033,126.409289840286
Rgs19,249.00365810109,351.108150605301,207.899363243105,199.800755350038,171.822327159444,351.28338710061,161.355272963648,193.737847990965,179.447945039537,248.052634212382,261.749297530164,192.084210824419,211.525660951925,237.800688637654,201.257190144634,208.861239435045,227.244136065858,217.485803500596
Puf60,711.49506271202,724.569505351188,642.194725319029,482.336482720341,575.708894341226,569.697780006543,777.625238115992,672.632879982152,693.729253816982,584.571297638796,521.154493855081,575.282610668067,609.795618015322,596.162927317866,679.076615956658,773.249255347139,719.041488776422,712.563674756571
Ikzf4,28.1274914897802,61.2226477807239,82.4917711563972,103.316900380407,45.6654596396429,56.6270835329319,39.6944165720306,59.9687687063617,46.5100534914011,42.5710450113277,58.1205086025195,44.7975701882052,36.5948739860573,58.2855872728221,35.4142760626169,29.9891883072252,23.1255241092433,68.79652998858
