Unnamed: 0,SLS-2_TMS_FLT_F13_Cut2,SLS-2_TMS_FLT_F14_Cut2,SLS-2_TMS_FLT_F15_Cut2,SLS-2_TMS_FLT_F16_Cut2,SLS-2_TMS_FLT_F17_Cut2,SLS-2_TMS_FLT_F18_Cut2,SLS-2_TMS_GC_G10_Cut2,SLS-2_TMS_GC_G11_Cut2,SLS-2_TMS_GC_G12_Cut2,SLS-2_TMS_GC_G22_Cut2,SLS-2_TMS_GC_G23_Cut2,SLS-2_TMS_GC_G24_Cut2
Mrps15,500.999195419073,520.4989421528,626.299160713239,600.482083001438,496.469170997811,506.484497234362,646.457029196553,762.687310975331,627.366283819783,846.362118339012,588.585724577584,708.41992399265
Washc4,308.670556642787,327.798137679328,238.348553851448,311.607670260032,409.960611203182,108.773883665397,163.86566384189,187.382125092754,186.034507344722,193.848116733315,199.377530358638,235.725153733503
Myo5c,24.6936293421046,11.0494784262288,14.5798310624393,29.2132757654269,0.0,6.79835968689301,0.694343831832752,3.28740181451355,10.5608984041678,1.33076579619871,8.52260213798315,1.22773232898469
Tax1bp1,2746.55110801559,3545.94742913282,3361.19263265447,3504.22567694249,2372.55317198938,3042.23507472915,2408.7064295027,2540.23744482998,2414.02380202765,2848.26349334332,2649.63420069014,2098.14644269039
Nab2,358.089256439727,270.091341099271,429.311574699996,189.518505136022,258.9097538685,437.120872061632,320.751767030448,526.196899387084,533.972082711866,562.852804779283,406.268852127078,432.58511559859
Gimap5,735.576941199265,836.958256576272,652.815879792487,633.060913311636,738.106163941345,592.399571630821,1063.26805215137,1322.17060690892,786.036940929143,949.586675201508,751.934246522361,925.226024454056
Gabbr2,6.95831510185839,5.62167259786848,6.96639462243833,49.2696808345344,10.3333026400628,24.9038799754479,0.635885200024261,0.0,3.16190871264023,0.0,5.20336173720678,0.0
Tmem87a,377.937821399435,533.173519239954,521.358348465584,515.078721182795,452.301233505386,554.312682100511,231.439659961144,346.628922618595,385.872018023495,243.027387343839,353.77038556844,286.373865819053
Ppih,458.29043544126,219.839779983094,293.180632579178,364.737463585829,285.431613447175,363.971237063717,964.47556389471,547.4728392687,510.251681411617,404.715302847875,405.817154776828,542.654716582165
Steap4,86.3809306648659,71.339018808221,120.102721221844,121.130758578734,100.599362373031,63.6396135339037,18.9744297023515,36.5778675180606,28.1877853335664,15.5136136430161,44.8619768575497,43.4949609132645
Nsfl1c,673.05815747313,664.814925969769,750.310370191379,781.601496113632,1059.28135055275,620.637164134886,562.812727407133,550.520262438646,518.704053984565,683.154746396836,521.984496651289,494.350544708643
Mbip,160.03545913562,128.889269807446,133.754214305096,113.603273740593,225.668714600431,190.358065323377,70.8270539011717,118.348948518538,118.203304586799,101.137266464936,113.121117047919,60.161358390796
Zfyve1,51.2868968180569,34.3748530702484,43.7395015850903,61.6719848585627,52.6555905635701,95.1774931100001,21.5249360856815,29.5867585464886,29.6518957406661,15.0819804531561,24.7931721795085,15.9606706509289
Ubr3,100.673966074149,166.971435508995,101.424906996807,207.739248489962,120.355261545213,295.728300400249,63.1850905795376,69.0353573386724,108.452175962011,76.2972782619998,102.012816993041,115.40657428475
Cc2d1b,107.86422819689,90.9027798942773,109.733542364036,175.386185836987,131.720512855751,47.6182621766652,77.6717582937622,95.3942398734656,78.500833862701,76.645770152052,78.9307380008867,40.5407443584379
Etl4,132.720874766015,104.645167543659,95.8258285403091,81.4660919645371,104.652650257221,152.814782309926,63.4424333151462,45.5555966033804,51.482780518555,51.4492779930131,62.0583018106158,65.6356265259224
Chmp5,813.951109872922,1218.87392266626,866.549995646409,658.89332549808,733.425319958041,890.608471168389,1440.17031871155,1213.08307718124,1132.48295389839,1354.26036122715,1073.10797870464,1162.72227456104
Cbx1,539.391835576196,667.513089925257,570.373240799624,588.650144613598,457.822169462698,540.801346200081,861.119376492421,823.810046164497,696.798924654003,1075.76765400101,577.367121555839,935.702839185562
Tspan18,49.8624987586051,45.4206277543793,117.272619659209,3.24584507347005,56.4169734190326,37.3915012100195,10.4155478853289,26.2995823241818,14.8260839533787,10.2024749715457,24.0186589234733,40.516277513248
Klf5,38.9400936798964,33.1466328775688,45.0073169870528,22.7211795533959,37.611177062224,122.371318782187,19.4419868551733,26.2993959939787,15.0290745134245,15.0819665555146,18.0784016506449,13.5052382828372
Tmpo,1741.22604437725,2051.17784907584,1763.51060930135,1691.8430272984,1254.01025147935,2012.10356611843,2150.76158601287,1893.32222994918,1957.87121220782,2645.3703552988,1986.13982631362,1913.37764778586
Fkbp1a,3430.93355880294,2967.02866365018,2766.19753049745,2361.78487756767,3513.70772754763,2887.24601444071,4312.56324326226,3667.42263469915,4023.45969886459,4417.62658335727,3195.47305223144,3973.47246005231
Orc1,8.81791685852012,13.1975764362794,9.29276808127109,19.03322868334,3.67575184792571,0.0,34.0148168295322,47.4363216714456,17.8846699639301,25.8709275347816,13.7298980069344,36.6974138534188
Slc35b4,1146.11508604989,1392.06683537684,1227.30271496852,1441.23196243972,1772.39860739366,1010.21151216304,910.533508372746,1133.74470692908,943.206742547871,840.613815114145,1214.75649411842,918.491984107831
Gjb2,689.513597649467,566.139523673077,349.150596647363,202.626288252356,242.424445645768,423.589096104481,241.721009008938,687.678330520538,473.178435574447,524.290475127136,1179.63887882422,544.442605414334
Dusp19,42.264270715003,33.1463631158727,24.7223300682777,3.24587729477441,30.0889578080232,16.9960340513344,40.9671571348142,78.8982694694828,50.9770486347329,23.5101136495528,51.1361158743692,42.9712997109884
Tmem65,57.2185575227632,90.4655713227065,63.459945712995,174.540788323269,86.1416440653132,152.320240388029,52.5487822963285,42.5566175771225,57.5170862446388,34.6037121090931,83.8392409980044,62.3514906726672
Slc35f2,1.45452548399435,4.6957685755007,1.29440685150571,0.0,0.0,0.0,10.6339570392146,3.35639941105504,8.0869167774383,11.7751792726048,6.98982086308238,19.959211349559
Slc6a6,706.766115194506,463.321107800775,505.420866371233,411.914011637975,498.331333649659,759.646501074346,349.527311310727,288.60868987917,365.760424811055,362.169965324278,475.447834443957,230.824870891713
Gucy2c,23.853429333615,59.1998793253403,32.4782776202933,83.1234604468551,34.0061225557455,17.0743613366086,66.2677603703621,80.9489101185327,55.2354237342824,40.552613081469,65.3822221865169,66.6039422463344
Dad1,2750.39980962228,2772.29467826748,2412.18332914354,1950.30774002319,1839.99990005995,2725.51206753968,2742.36508223362,3479.02485445695,2873.92528469064,2731.89376225475,3264.78530831485,2849.26081257114
Fermt2,417.121050927957,348.701889828836,290.228423573431,509.635285345181,381.659127388135,318.761778349923,188.206812600722,139.990599446726,205.571281679905,217.210796390248,245.128431138294,145.636851148763
Pon2,384.504504026195,381.489417721795,397.429438724629,304.645396061095,360.613317384036,272.582136019433,342.429884449399,290.969940622739,269.545260811753,219.405318956935,348.8463107424,230.342642262562
Cyb5rl,531.574467012021,596.801607952894,728.487045187059,681.694335024041,855.232001147445,830.572971161719,328.147403853633,421.060731820859,345.650556219609,385.6747742741,313.397591729895,373.816176003279
Szrd1,1196.8856670704,802.18179036858,998.289871156716,823.090049473268,1111.22182571554,1145.52597598056,1221.94093498238,1454.07126773934,1084.43107238424,1266.7016669224,1070.43036334107,1071.62054191057
Oaf,631.11862362897,495.922076077674,639.611350663659,490.118064526716,421.247972088629,520.084727539817,845.060913873437,900.765783070093,806.90910000282,704.412607185197,784.61502111102,753.856662544967
Anp32b,1205.3435145852,1514.69493389687,1348.63310664377,1455.58175831889,1412.78259564515,1215.56321104096,1925.27977527942,1541.11068801337,1551.82954773635,3075.5847409641,1705.17123167586,1958.82889589442
Fstl3,77.6133228497958,90.4066498052103,67.1506352146664,19.6477526360057,151.78017161196,68.5878723327218,14.0107072504319,0.0,13.7282606459095,39.6124438762215,47.6819834197534,32.2052929807192
Fuca1,1481.63551505109,1544.19107676379,1344.5152221144,1616.40681941066,1380.34178626471,1475.27805276608,879.787980542283,1282.11625657368,938.316829743651,759.415977066149,1199.13856489558,1173.7651313953
Mapk15,64.5416708068944,106.626106226894,54.8761772092173,19.2116189748606,163.347604187235,104.678345728265,7.01325711639901,19.9221678441947,23.172595440211,41.7945942069707,94.5599059653254,27.2813678237744
Lmo2,111.330678967176,86.074811819409,89.0531217470267,146.323223042731,82.8953564220765,112.379402436334,58.4352875741672,16.4672633390015,77.9491720270316,24.885570287236,76.0689604322044,41.8209800183727
Tbc1d4,169.834119269375,287.487776021538,152.501213622827,324.267359170637,233.442780568398,272.231159425785,137.630461662242,88.8567158637511,164.864568641201,131.889308725458,157.193908704353,156.092393354338
Eif2s1,562.263271382267,543.757830588352,517.901543624075,522.56862981859,409.966430083,479.298009257006,1082.56467577824,562.1617217311,728.113445361547,718.604520340263,552.439086316405,871.738621635
Etfdh,84.0656770953316,100.527980603308,63.6598165139193,116.053153619425,149.116034344984,87.4168343235146,55.9134791658943,11.219278938568,79.3174319242108,79.9616225291662,66.6939172020927,43.4142392027872
Pdk4,11.3983573209292,14.7335786599153,22.8231381969225,12.9849894405406,41.3768567948641,37.3953423127709,6.24988634098341,29.5900694904745,3.65612227075639,4.8800022582696,7.49044428865744,0.0
Zbtb48,109.516313120566,48.1593640324133,76.4860068147623,29.514890517162,154.143924061454,24.0407754960049,150.289608793319,130.58092506172,121.199291246145,110.089352240155,125.211498985163,105.289452291484
Mtor,47.634208210788,70.1967111630488,80.7543725879203,68.3747526841641,109.361762683893,57.9642381674816,50.0149393453233,49.4630756547793,43.188731654753,55.6196638789742,62.9507564777688,55.41823262419
Lck,6478.75391242346,5273.05230077723,5670.28649560227,5005.2070554395,6341.22204530735,6716.78007353499,7394.0695389433,7403.22966100348,6926.52841856756,7715.77973104552,6570.66884034008,6400.16994374832
Nampt,164.916007033689,146.441239693013,157.103372291845,126.890399586192,237.51198264125,95.4031015492347,94.1791325531969,158.170084846205,149.429881285259,110.715368260594,135.6501370838,130.449163630119
Cdkn3,551.75567734448,640.115460396117,676.660320739162,462.312262856332,372.539284783471,439.884019106106,1181.45215323551,534.24705449502,809.018894942601,785.059547246872,550.979991106169,1025.99836370265
Ftsj3,212.271048585876,208.700275160286,204.117694823216,133.08109542336,105.311320635315,224.34751962702,229.137981056753,230.119819427768,278.444196122411,239.093480852651,215.907889841927,216.084004827764
Tgfb3,16.6207768782601,25.7805925618043,16.4815530941977,48.6881939817667,124.116923029363,13.5968213567596,9.72100906145353,6.57485294371887,11.1702647869916,0.443587134483616,7.48962911382338,2.45550075767074
Emc3,491.027588662195,563.44919465039,375.272423695125,477.137091736559,466.380974781144,404.509161529385,283.304973026905,351.757872732383,358.264156253863,288.774053666312,434.14518462377,310.626454525151
Rapgef6,543.817049577726,583.946558035041,620.341290419331,537.093786044849,548.080679467134,465.290327758269,321.107865381635,401.458154432516,370.681742774043,297.187003046411,397.317676952627,482.855663141703
Polr3d,184.253955678934,213.597060462324,159.744335177291,214.225221922239,176.773328001937,193.756265698014,213.866818583056,309.02057856414,298.553119256226,286.112686893043,222.366727797068,192.759854233993
Asah1,257.293413213319,290.925816568362,292.957001389976,448.947181779798,194.943910567118,241.595331459446,126.326659374965,248.682285789602,138.489636189015,109.529639042898,196.679901216818,132.327612548553
Ddit4l,16.3799176927944,4.87804529299477,5.96308499813527,5.08849776808316,0.0,0.0,1.08877378851118,0.0,2.2290272296425,8.34534616780428,0.404934022386188,0.0
C4h2orf81,177.890387212981,212.149007708723,196.106117353287,136.205749017114,167.024144519132,83.4956437177386,227.247757173623,272.531208599972,238.792965809952,293.07779584235,218.498058406947,235.59748148706
Lef1,4878.3497496129,3892.0681802435,4569.15582579225,3943.35911392605,5135.95270607667,5024.64252595357,6078.50580547683,6825.62081082199,4978.88925249314,6584.36468143277,4918.36634496962,5069.32085161271
Tubb4b,528.399670580634,635.703411471793,563.411443446832,333.765997503642,556.999913040748,472.249017486076,917.300557683099,776.244656403496,681.317410175878,1241.17765562595,633.63301523245,886.284811648477
Slc7a11,668.823786844547,621.83579345926,558.30150576068,803.82657622383,589.548848743276,530.007656130051,592.450861869662,523.599081461458,463.992376940194,255.426972749109,382.714939912379,217.97920370847
Cnbp,1990.44146015299,1866.20202894434,1742.42247829044,2081.81344937343,1593.10054339307,1454.99924375391,2106.73086881647,2284.16337404418,2027.54250555388,2762.08516048515,1823.76745772864,2415.18069068196
Cd163,249.044930753434,304.665742599189,268.615346872684,240.213739880812,251.989151202333,327.714864572383,51.8725998825986,165.646672051091,71.2885384256896,79.9337960232702,130.714581595944,81.3869896255985
Ada,863.081067720223,1086.68822087369,664.379616203497,805.249787546031,698.889065537696,713.587423386359,1097.14604700583,1118.75423863293,1097.68549078442,1164.28999183313,907.592895525905,998.566250630402
H2az1,14191.1920661783,11997.2587433447,14577.0576367095,12060.355277358,11728.8746508976,12756.3870619259,34490.6625851418,10696.1520928161,21446.207387463,18549.2291577069,14643.8214450596,18950.0564950392
Nfyb,291.425013583263,379.511889102341,242.967302039343,546.951423544657,164.95478440649,298.648595470391,447.664949507022,537.835863314704,409.952211648591,474.605018873791,331.587725035644,479.944884698353
Magohb,175.234940144348,190.211868610791,171.788830321156,97.3685604023408,157.971017080935,227.75791792744,334.724419259356,193.967666309638,311.767212099408,400.106961802055,197.583256630782,342.575261426814
Ctsb,2329.76981420388,1853.60537987086,2089.35461757146,2067.59233683089,1741.40684277545,1838.98796509854,1491.51939416455,1518.80579414071,1701.75560894371,1313.01229985411,2328.26966762165,1661.17791527204
Dnajc3,778.332187102744,682.506094234227,683.350880771046,652.408709835258,737.183988592622,1002.77784059306,529.117982718226,532.56960259547,694.189673599666,467.981907193386,701.45314531342,486.200807048547
Cycs,886.014762529307,761.032515164118,706.700872426604,561.055938569412,629.715308402169,816.731957239713,1325.34429472306,955.783711596896,1268.3342653213,1529.65678077117,1021.96890504996,1239.81562816115
Klhl7,91.9808177339301,78.4602785137729,125.757284163863,186.813089771496,195.655864732684,76.0951847135766,87.429329974794,69.8023103472849,100.620668364211,109.138847847458,79.1029970026767,67.6224213700097
Impa1,244.563257188604,116.623618073876,174.95804697042,243.439722009586,236.950874458275,149.565502356634,242.332898638203,174.234147536955,271.133638104079,253.287905377554,205.578202723382,249.234853696233
Stra8,79.7805204769978,99.4244785191152,69.0957943531555,240.187572612927,142.923935302316,156.366429193899,93.7430959401631,69.0372731930669,53.4151944569582,51.012091978619,75.4146016652923,139.968778256764
Tmem123,1753.63550237366,1806.23933988534,1562.91646411883,2110.273532079,1824.53904198928,1597.97479541354,1231.64094938476,1594.74942186104,1320.27886938841,1200.16225110133,1675.97445471556,1342.225593668
Cep162,319.191958932858,327.635060109464,306.182894349306,340.552352467735,320.530301928471,260.335024346213,106.356544475089,132.512743914601,112.786722077207,186.633934863982,160.636774285741,157.127772719834
Sec13,628.685355667305,544.257459225799,643.63840402532,522.37935589645,868.07417922179,683.173408421622,841.182837993039,897.559292577745,800.169187328927,1007.75644525203,709.800519292459,896.26339942667
Lgals3,865.790631670437,699.658119335541,759.986802093587,746.57946992643,774.867096083881,1057.27206791171,625.022858904362,673.998420051767,653.229498078581,428.535638285693,676.213662735333,660.622535477263
Ccr7,6480.88815281047,3693.87281107389,5205.65469672236,4171.02137971192,5081.43610974765,5646.28359550601,3281.69539573219,2870.02676351429,4157.82806146298,2634.08633020059,4871.80090059268,2989.70190159051
Anxa6,391.195613662841,397.908946300708,324.459823846761,357.640780122658,513.720877508301,394.966609733044,459.12034222231,636.735291547938,485.64939591367,579.729124950169,509.115894270663,642.406273131324
Terf2ip,120.681315607454,124.4259533877,116.168926571739,177.397747636951,280.308843758903,314.137686098812,66.9297177031841,24.0614127885494,103.443641483813,123.062391901844,108.967382464258,81.7423280833505
Tp53,506.778820126992,659.540554002041,478.808322476076,443.446863523182,655.756814194302,592.442768303855,774.549811544291,624.590570437685,671.684227233877,893.832259253662,596.962777991789,814.35273274791
Arrdc4,35.6158970264168,34.3749048733135,48.1768419577257,45.4425294130485,33.8500191390746,40.7903463889766,5.55481936839767,0.0,20.106418608999,8.42816625673255,13.1713695967722,12.2774343599156
Tmem203,213.224633808482,243.008329543682,180.663425293004,477.117396835904,244.477096103046,302.539674444984,233.325714809244,101.913723728567,187.463796428841,112.669426986844,216.950228653847,119.099811608324
Tmem30a,390.055343545098,375.769678152857,426.655001850048,538.775534682069,532.690434097936,585.09402790734,364.357320585593,418.595794400931,295.254258434111,193.787255881234,376.673910239362,292.80397682709
Mrps25,336.220770309299,461.466418556854,392.388298492848,275.883718024528,293.372680764989,411.318430569955,552.066912877347,289.303787656675,425.094422072933,577.985012667833,467.993265685349,499.729138293273
Ywhab,2008.7413348388,2504.35468710422,1985.39278144215,1837.1604000542,2019.72257710657,1961.3453126124,2457.34641959844,2541.19547078666,2769.41869492114,3199.14617578014,2414.24924132927,2390.43988265668
Zdhhc20,139.251639764292,132.743016936847,142.66226744292,144.450061803227,100.814864511163,141.142997879085,103.628102317964,130.077530367365,101.423224310796,84.254683394089,94.8600213771118,145.343561463048
Utrn,211.951720170002,271.459775098772,317.101403365057,359.668574112839,463.741858246315,233.822630216938,291.350017509692,177.676437862883,246.597089101406,211.8519753031,237.221001537683,138.480534486484
Nt5e,109.359403617832,84.179231308328,93.6498479925762,130.92269609916,156.625450353908,68.5535549798386,47.5037835426743,19.8897755998319,55.9095517791998,51.4589436388864,89.8804733944013,74.2820580292583
Pcsk1,45.1134092958057,51.5634012735837,41.8377795123157,94.131350463167,52.6555149802951,13.5967471944863,8.33217167442402,36.1614939507348,10.1547307818978,2.21794099655153,3.35739723950757,0.0
Prxl2a,79.1100202231214,73.910413495907,85.8806444366725,114.005372813197,124.116922036323,78.4600825659031,64.1101122585596,82.4782772652441,71.9172820820405,32.4963923827851,70.0903690691494,83.7855835210889
Gyg1,831.186234999361,710.267431723872,877.93717047188,685.575972971366,791.93935350848,818.035668177173,1567.03754803598,1321.96206365974,1165.75916428504,1608.7292072218,1343.78442352571,1423.81153995294
Adgrf5,14.6897631944201,18.3338814024946,10.4162380227788,17.3117465495372,44.1309490916838,0.0,4.75868985200396,7.01323618345768,4.17571843367478,2.83900341642179,18.7040625751593,1.3096049158802
Sv2b,20.4197509739029,19.6432399536318,23.4545125180048,9.73772998234972,22.5666462852662,40.7902311825328,2.08304149506515,3.28740770273388,0.812378255406976,2.66152949451978,4.64870240023116,0.0
Hnrnpa2b1,4068.99639847223,5077.03429795834,3894.5623872615,4389.13357585886,5615.53092731869,3411.76888968546,5104.67567510789,6732.74668468749,5036.51558831778,7660.02347063832,4505.85535276189,5857.21124768636
Polr2f,389.877849373534,332.667686082752,346.112745148574,331.07459763118,293.36871113137,462.296285977708,649.935320121996,420.794556849221,414.319183118611,499.920625294115,338.845114283445,623.708722235864
Dynll1,1621.28888830938,1184.11683235571,1420.58649754666,574.463853053551,1015.53393216118,880.447274689935,3790.41750353038,1699.70197965847,3565.56043109787,2180.6164408932,2277.0175209119,1999.01391763402
Sgms2,11.2459934634599,12.7911392581883,4.74990182922369,60.7178138066102,32.0652118092381,6.43996852787448,0.813991626204373,7.70748064937385,4.5673000591892,2.07996759200023,18.0018663241334,13.9563317461815
Lama3,39.3002253764453,49.2926359006532,17.8364757650535,30.8662607157729,15.8957384117434,64.6475915144657,16.8736623356979,6.94685906066826,14.0757805615452,20.1536389705999,35.2009077573557,38.9162830788127
Rictor,80.3740060341156,81.4522145621411,70.731490244634,84.835272205746,147.450107739385,53.0010907259831,63.3368267262446,62.7872494849013,74.0097561613783,39.990358104215,40.3115199080944,29.6196480426184
Snx14,279.154781128145,325.027663994588,356.510129830571,274.760117516623,270.006142143625,167.772009499003,207.657181421004,104.423084635168,219.499415567676,156.543028318396,228.615397329225,221.801235567302
Mfhas1,31.517538416795,4.6966173148146,15.1563426526195,18.6259287054925,0.0,0.0,17.882023913739,6.28800678890956,48.3229407844387,33.5998764324309,19.6199819484063,37.5737335254578
Tpd52,202.900314193741,70.9495930106215,180.715044358188,116.187976152369,196.169033981297,290.98172264551,76.8498180372084,38.0074564950168,89.6731974627015,83.5255858787608,107.980355649217,85.0411059021267
Gla,311.04664281833,273.756329570174,358.790792533037,275.897875685038,541.602294915138,200.553952715076,201.366013468988,200.533852402339,186.848845985252,143.721967344529,221.590864278171,218.541356708093
Gcsh,72.182463611766,77.3287220063192,74.1670522285272,181.762869695081,90.2678585880796,30.5935034940436,122.908386760479,154.512354480963,102.565537701506,192.515000644725,124.744378283768,131.374807673782
Klc1,404.832200668269,394.926360410306,321.661580371354,332.523018063119,344.684172487023,268.869544018039,464.021888442606,445.61580154425,646.712620214758,486.393315357952,473.871593097426,524.40628816823
Hnrnpc,1788.11285119274,2262.59831515134,1614.30271379379,1250.74121031719,2027.43507475466,1348.78765356948,2731.10526639178,3485.97272082064,2338.53438516337,3565.41357008381,2043.3154105858,3213.04047030788
Aqp1,96.4006353234526,235.70347880874,73.5330906120458,146.063963307099,188.056196472134,84.9803529181596,44.4392061290135,128.209963469521,58.6948156257903,74.0789672652651,120.350977334805,62.6155862483073
Dcaf10,41.7892626133766,69.9789203634104,39.9360622078457,29.2131793491194,109.072136256863,112.173160563729,24.9965127592751,36.161492728692,29.6518128810873,18.6307046481078,30.9913578352186,50.3372240333419
Tex30,112.112319364798,141.057422350331,180.562668211574,138.844719192417,164.661268822622,122.184738394552,345.054547361496,234.707234915879,218.271265351133,205.900328562546,156.728292260073,239.885701146481
Wbp4,578.937095553925,675.95834393928,513.830721571918,441.113975871139,523.855958207406,448.069660692269,647.312558190855,816.869309918371,640.754254311033,658.99342061153,574.459549954169,642.804928586604
C1r,253.983024590514,306.928469435578,175.437243050018,326.659289858885,299.026001632698,376.301002202007,186.578488394981,203.147495582082,149.146614858619,142.407693095698,194.496774745645,221.171606653202
F3,43.2051306458309,28.3602759179305,28.3381125418519,38.0135449447466,110.119669566001,59.7141017771494,16.9414964951375,102.667509000687,16.2856817057466,25.2051693405707,21.5464393952857,33.2611959722652
Sgk1,867.496849420995,645.902655116778,544.952369779292,749.035894737201,377.366147844663,1165.87180782487,432.520861808271,468.320554422288,408.974110041618,606.320750866316,606.202476471739,413.902032501641
Acp3,115.438884031885,170.267657541424,111.502885616522,165.215192974466,132.486171120017,28.5177718860386,38.0566160455125,0.0,41.3263975013659,36.3124830969115,76.1196077023196,38.4557378556707
Ndufb3,820.022321456296,994.987571176071,874.934188071655,873.952884224938,1027.85773256356,795.323836084677,1467.67733569896,1102.466139129,1091.66832200681,1077.5016566149,1062.1691716867,1071.79857939827
Plekha3,603.212287142574,650.765669407787,668.389318244058,456.483421635731,495.051368967606,997.31560395094,390.074027310574,510.9879507427,398.385016318646,349.458223578348,388.439936411648,443.015533627641
Ciao2b,461.551281369188,326.989495823722,400.421837689884,313.049465742215,529.709652923592,344.425223808819,748.738223436356,634.997695449108,609.33584634955,673.353696675566,592.832723513039,622.043386481132
Rskr,66.630586114639,78.0070101453596,105.725995818682,58.7625827411561,53.1043720070371,92.7091530680303,97.2100815040148,52.2179510700129,59.0382362019664,49.3226771519347,86.2461632378426,66.0057520570936
Krt23,18.9700874457664,25.3011927536673,8.37892157140392,0.0,28.3948580641331,35.2861960676825,0.0,0.0,2.87492682498394,6.27911806837959,7.55544097309189,5.62380049519218
Rasa2,335.264158901054,416.18473924742,426.618598820274,675.147115370596,428.766714991999,577.86273740015,265.242005908812,332.028826666877,300.783636710893,270.145011423223,278.406296004356,359.728212857926
Ptn,441.641587133812,357.198752369049,308.078464965995,516.080841108663,680.768377061111,421.508440399872,229.148239026771,289.298319041305,234.579444138722,224.453454254144,303.465340683957,270.113849039592
Abcd4,19.3019132532045,27.3294948835584,21.5063116948031,77.0365554516211,60.8640261014393,106.348191469725,13.4840006407375,24.8261170489851,21.2218620883134,9.57098396487238,17.7697801353948,15.2716008039605
Mrps24,890.754287582419,863.891743714177,990.2510355031,814.2983598137,1407.37200463257,1334.85703817321,1313.27123183892,1361.72101947486,1261.91655124293,1024.57669156994,1082.69611722474,1031.18788645548
Cd2ap,1279.43932541917,1524.97249480564,1556.81492280874,1519.26691536347,1298.24503607807,1291.11539435354,1008.37311856037,1567.16491960859,965.780343429424,1231.21348815822,1274.9422913901,1307.88228434183
Perp,594.077007030686,667.789795194912,482.402564894538,441.432702024585,402.441720873937,758.03003876901,304.136506548123,397.782406609777,400.508596126557,225.78490115932,567.927231175072,331.498815411622
Npc1,116.843137877301,151.648759568508,112.869210096265,122.465743309644,69.2697785871372,64.3358150982068,46.3421098385691,74.0000191574333,62.9191684040694,46.8392728079633,97.2468028063619,75.6351592389467
Galnt7,257.890053006827,273.289070904671,264.275963317878,193.611183142035,261.565473103104,272.376626438136,193.078732940753,279.200392105383,217.217021145533,177.156991845697,238.457419755785,163.87150535831
Prmt5,135.704073892609,157.578427433061,174.386082958093,196.012460915308,91.0603229250102,130.006620017768,232.2689456701,277.932801217591,147.572495840216,250.447897177151,128.668544362669,207.599090208754
Txn1,3797.22338662594,4938.31392510229,4289.64876587309,4456.26608947709,3836.43035678958,3773.28649073963,7397.18495564338,4655.20384633524,6053.74157079228,3910.58725053469,3990.38553312752,5274.87755296869
Otulinl,2342.81040625486,2133.22616025105,3381.28395087833,3815.43557035491,3437.70156240416,4848.43383225698,1176.25248058051,1506.41500689249,1147.9766062407,819.265157173353,1265.34150893345,930.929334567258
Nop14,234.572087964873,268.724025168198,259.754457531853,174.214716271046,175.735606748841,287.403292441496,391.779277563864,279.997027584261,313.16074696363,419.445599079504,274.438546985795,246.52829076143
Mpdu1,303.367198249302,263.086786886124,415.152333052338,448.697228129574,155.134016133411,430.125877623504,210.853916815425,212.982627490857,200.89653928453,150.148959656216,235.916774840778,197.444445747577
Lmbrd1,233.640940030835,256.573201369238,218.063647403584,305.111425591618,398.679121786592,282.134751633963,190.949677456885,161.084301627111,215.282007408122,112.671007629093,265.237001777727,147.330770645204
Lpl,186.627360603854,159.596992631703,173.690197675016,162.294582808649,372.350330609022,125.770312704572,151.369079409502,164.370951324531,225.638837668867,79.4021762187191,133.779896047595,117.863513140551
Dst,701.938261862821,470.847270154194,592.452741115961,1034.7822924748,835.267456325341,483.640830605399,326.109352080229,308.880557758435,403.420304135758,322.487094106409,635.825108516426,559.296780573177
Ktn1,744.566843635595,820.749820625481,817.960561065059,1004.9520816026,869.110842745622,617.661590041633,501.372500529378,720.70645790141,622.727544276601,466.762554318474,746.629795619524,639.468247444428
Prickle2,8.07291263770189,6.13865267702482,15.213736087736,0.0,0.0,3.39917608030915,3.47170885839056,0.0,1.62475180192173,0.0,4.90694600993693,1.22772966491102
Wdr18,540.891406919789,509.990781335954,564.229354014657,597.689698358765,686.651587875408,554.61667083633,781.365244083503,834.739436378144,564.447340967241,893.175514350213,621.210935757169,749.562144569473
Dnajc2,662.891788529287,786.762611672844,954.158283068898,896.253322313483,789.775605911957,871.451726954209,630.66276632586,741.682126132249,625.134988977043,797.297785122088,670.589398322015,529.670742669371
Selenos,1434.03077580225,1566.8455786357,1261.38071699167,1519.67039912381,1275.91962163346,1759.41910441965,1231.2953770152,1441.95926588186,1102.87337288316,804.509334614768,1150.05571659601,1359.55383465311
Sugt1,648.020972821635,513.063347898324,594.473678005274,378.103299058353,373.20118011488,576.517193086268,762.122937250398,725.276004502842,701.874504668036,858.874994936236,570.205671066351,730.044052177092
Lpxn,530.450447617622,713.525505383769,599.904943059992,812.844608109459,832.200485705144,537.4612447719,739.001738661865,770.266887706187,801.015426172261,962.936464707345,660.359991058441,773.010179233812
Mecom,8.04697696381372,30.792637295389,22.9854958977432,11.7736085343039,13.3051864288695,49.2575662288177,2.5185405508966,8.72207650774629,5.10233254906125,12.6792256954282,19.2761256267691,3.23475821937865
Ppdpf,680.621630727628,767.750877195175,707.304257818484,584.002244546723,645.210332492012,778.675917231825,855.484953699464,819.43988563986,720.806631113852,911.537419777684,809.416364479364,982.453750685997
