Unnamed: 0,SLS-2_TMS_FLT_F13_Cut2,SLS-2_TMS_FLT_F14_Cut2,SLS-2_TMS_FLT_F15_Cut2,SLS-2_TMS_FLT_F16_Cut2,SLS-2_TMS_FLT_F17_Cut2,SLS-2_TMS_FLT_F18_Cut2,SLS-2_TMS_GC_G10_Cut2,SLS-2_TMS_GC_G11_Cut2,SLS-2_TMS_GC_G12_Cut2,SLS-2_TMS_GC_G22_Cut2,SLS-2_TMS_GC_G23_Cut2,SLS-2_TMS_GC_G24_Cut2
Cd200,1876.91093867297,1743.21308084063,1304.60945576228,1176.14558512466,1506.24131976967,1236.97180064711,2116.97170589005,2423.35800472462,2194.69793460443,1864.55062488963,1960.80528624897,1925.95609547927
Klf3,1724.28207879414,1384.84456667293,1398.39609037612,1450.92092779119,1605.99328859118,1526.23502188786,2435.07781030116,2593.76559256989,2110.96564145004,2665.52137490136,2568.15093843155,1889.48799446947
Cwh43,7.62691017100928,7.39362018278367,5.09048777116398,32.5817505297231,3.77539532927847,10.2363417436203,3.48499417235806,0.0,2.03866984970481,3.56215494522613,2.33319651507367,3.69725111928736
Rell1,248.958813751456,384.679874628921,394.104187608415,213.783476195138,322.785375690336,295.117601292664,173.617558185343,223.02386639461,221.653464605736,193.00276316812,237.882522536825,234.014164819403
Hsd17b13,4.29281381779858,0.0,12.0973181285848,42.3805936535558,11.33325300288,0.0,0.697468463254622,0.0,6.52788627220435,0.0,1.55646071754738,4.93290781343224
Mylk,40.8620529058206,52.8215351825646,52.0090399523789,35.7249304631771,41.3950299538173,37.4116443714427,6.94726591073661,62.4771803194084,20.7270579802549,6.61536070722703,43.6701099879573,31.9386569583757
Fam162a,1055.38301659927,1019.52405561043,951.282527785229,1008.73068314783,881.350782442692,1013.71135878229,1316.16170746625,1021.85143526325,1187.36914238188,1165.57048517928,939.851082768011,1128.3503903006
Tsen15,77.7092073287397,91.1053575282265,134.349205150443,68.4082777996178,15.8545489636214,108.953984744943,158.298284334297,83.0429544644527,145.458408682789,115.99218422597,124.870416444865,142.94676670896
Rab3gap2,141.706881082863,90.2889501420647,179.938908670685,232.262964748076,231.749544867879,91.2116285973677,89.8062292463413,114.349201983986,132.924861755576,92.1377400156036,133.705114050916,76.2623649668698
Itm2a,3524.57979497201,3125.24941153404,3525.15258756586,3716.44785048341,3588.13320619826,3783.36785449542,1691.51826439965,2541.21579970144,2379.09619926006,1656.34427885867,2823.63858942511,2431.01163733396
Prg4,58.1959059673383,133.827696555038,60.0928457280481,34.9075324116573,64.938662609768,72.4992718237844,23.1304614775097,13.3552797311174,26.7551181881609,52.5533035162734,64.001313294769,53.1981975035301
Slc30a10,3.7990455642575,17.1863178681982,6.97296629843183,3.24585035701042,0.0,20.3953440562447,0.694368012059271,0.0,0.20309683890603,0.443586062099933,0.0,0.0
Tnn,5.95303667055685,8.67484510385109,2.55948234116554,13.1058314798697,7.59299369125421,24.0181772446317,2.80351631051625,0.0,5.53514685590697,5.37314951556289,2.60691115522747,12.3928709345851
Parm1,525.031661032587,624.568714069445,471.698420440341,468.683076327828,297.30972542459,624.015310449094,295.977758356492,322.853835543838,414.285899214878,249.916241322242,499.792529533918,340.357231351683
Trmt1l,136.833536264897,78.0223646925726,85.7989480481541,65.5885749888881,82.2987780989356,75.5561531933476,145.143914279973,146.143156022974,138.754316320471,155.045718020445,120.842368539417,202.229371671172
Ero1b,133.106801065432,158.61838202027,120.381552930603,386.221583757167,219.426015772791,147.612666303813,138.808691678993,77.7600697172673,72.5455833522498,77.4514188926115,105.205469894941,32.4996871477192
Ptges3,1124.26465603941,1171.85402795083,871.758728387234,797.098307420985,814.667623412428,754.033709001863,952.189976088112,1228.01603667652,1092.85447231205,1908.28388369206,1076.57022816215,1506.56704196421
Nme2,1527.23687740558,2036.16315113132,1350.22122899722,1460.57061464748,1293.84600802187,1193.15852421055,2888.07702512225,1663.49000740252,2632.60939749738,2315.04926271455,1687.29832825522,2300.94577829362
