Unnamed: 0,RR9_TMS_FLT_F1,RR9_TMS_FLT_F6,RR9_TMS_FLT_F7,RR9_TMS_FLT_F3,RR9_TMS_FLT_F5,RR9_TMS_FLT_F2,RR9_TMS_FLT_F8,RR9_TMS_FLT_F4,RR9_TMS_FLT_F10,RR9_TMS_FLT_F9,RR9_TMS_GC_G4,RR9_TMS_GC_G10,RR9_TMS_GC_G1,RR9_TMS_GC_G7,RR9_TMS_GC_G6,RR9_TMS_GC_G9,RR9_TMS_GC_G8,RR9_TMS_GC_G3,RR9_TMS_GC_G2,RR9_TMS_GC_G5
Slc4a7,305.900751869981,283.106599637632,188.504258553739,95.6301450305903,123.999004928384,228.926932645774,265.309879336523,295.001340259291,213.400588220709,122.999165880674,177.390444458516,115.412009640884,194.755551692027,82.7547962201242,132.887333810298,109.556144444704,126.55911637329,132.500899670022,71.994937223721,77.6561104619385
Psmd6,224.953448710377,285.22026339613,305.476018815519,283.613836127641,203.997203278079,210.782832385249,383.182874248877,236.624428690981,275.620936433312,261.959226777118,462.286024403133,309.163217174025,378.778920293848,299.657806928659,341.890295781902,345.814560867038,305.746778225034,373.954064761226,331.760343887091,422.259347470663
Atxn7,149.745149132269,243.314264310083,166.096352765905,109.612730113269,177.193465340322,193.230622620436,123.35830858296,281.274579622494,74.986703108889,137.59503861247,70.663349437552,148.543493971963,101.275176448695,66.8986546557639,123.729506740611,196.039064422163,82.6703299522425,76.2922328238553,60.9464471665655,57.1368011930143
Fam107a,68.2983939612479,7.34704416400134,21.9362785917395,1.09075664351165,53.4148470971978,18.4400988724244,36.2783022331233,24.3913949502524,36.9169475506028,0.0,1.21242849810694,9.69057797420851,5.27862180388413,9.05762044506618,9.12400465663264,0.0,7.91104167069159,5.2479593223683,5.67032994436867,12.3359425485449
Il6st,369.410327263109,339.6380088904,310.932923310674,310.55766665805,459.057238259896,460.183427109421,416.738856478372,355.012100142688,429.01294935559,354.856923568458,390.168666900609,302.799631710851,360.832696605112,329.582440872965,466.205725937654,272.634759402091,336.45859564632,347.772431076961,239.603189646758,253.57775771779
Nr1d2,173.793229568189,58.591423395766,84.4525006070372,100.030853603849,210.567745971742,134.499598809177,16.2737483938237,101.032136226746,66.2420739294864,66.2878316980183,73.3089702871633,85.4103211358396,28.2825896539733,42.6822012072816,60.2564110606696,19.6220738215866,62.2116919449548,72.4905670561879,45.9235380700256,39.8226126144843
Bmpr1a,137.564013033849,18.7441291757865,60.9820392402094,80.1408569637345,115.439318077241,131.724668025828,85.1496079346656,151.976309703691,129.976127232717,97.9021117060715,52.754209258326,31.2814681318656,76.0861021107916,54.6177536586884,61.6857242990649,118.514823401387,44.4013408051394,51.2577436874816,94.0320933783929,43.9221970300368
Rtraf,234.923586247931,523.107866713368,451.763553176797,417.327518842312,317.352626233363,428.949400316981,346.979626600926,268.168442425987,423.681562364261,495.595489486877,502.553969716204,581.839836207585,546.271509170067,483.928247773094,374.50382549669,615.058763926438,554.427501566965,692.806133449228,786.845785378334,859.279794390102
Dnajc9,218.860942647439,305.173127818706,125.489743990643,148.596545586506,157.84906665499,224.970563639048,220.890231025657,200.649857824578,186.237722182845,238.709386361763,186.212644928647,306.126043565402,382.982250332824,369.269990850136,345.436147797745,407.959640918695,478.112337116914,442.462327132985,395.270871546853,404.614720197437
Psmc6,270.453997102442,494.116731978972,426.584988749224,485.917804870967,378.952969468425,449.512588589246,312.813841728449,592.532270699878,471.345923342028,329.801087459725,542.262141203728,522.118454132307,557.173578362462,482.127887382547,618.34364530837,631.987064584493,493.851986104064,484.577396180636,551.405410902696,585.063752628669
Ktn1,511.55109905041,702.510321164256,473.262803945944,409.509090747006,584.350705283948,662.697278811679,809.306133639206,798.342281019639,888.771202615547,557.603987842233,339.410669765837,627.944990338352,485.76473915566,265.479996066386,573.866453794342,561.706643731526,510.004328656872,364.910203436704,324.939768204747,332.733348410764
Gpr65,143.251482759225,122.97273372478,155.146143321106,85.7821475682598,203.835075337481,209.033234467257,237.106312400035,123.095777466203,78.4629120641343,214.989806998865,92.7755878575263,157.25911048309,116.405332278703,80.5082497221052,101.809813333574,50.2079749987349,72.8645211270296,100.791016349533,52.6707495084711,109.931834478781
Sh3bp5,121.110435139783,84.4767054174412,124.673259720733,158.17354627133,116.860171813677,230.106441838032,129.98990817782,50.8838871287492,155.968226545945,118.527977814653,132.21902092306,150.726859575079,76.6898110100279,41.3943360805321,127.465270588384,56.8476890946438,62.0748470341324,73.5032343764198,81.9338838284763,59.2466784728512
Galnt15,32.7015534307924,3.08971681981467,20.9948138762459,31.1905178900881,10.99909706401,24.7812001474734,24.6521095452393,34.3575614585203,8.36208072686886,6.25495867051184,1.83081954662162,1.59613929173193,4.99449704546375,0.692537049262254,0.0,0.0,1.47857534465475,0.315265742600167,11.4299846465306,4.16995835628871
Parg,288.138699602075,333.053809652045,247.510255212007,393.651791329546,373.041110190206,439.898271332319,548.297144000243,247.993236966283,440.669049116671,397.724823289772,265.668023228407,296.684397968952,258.192410329509,259.588526227508,176.636507857974,368.134644324051,354.863326542636,261.601614487346,179.200131355666,240.866402046868
Rnaseh2b,41.2886621371549,71.7816557422666,63.2567100704059,48.8260971912491,137.558119530485,49.6249933732407,18.810386216431,82.8462574351047,142.136513672973,135.171040099099,97.7999355777561,160.965693617325,232.635161255104,186.205438819983,159.678447874183,113.131350834816,181.248837146735,204.925432267635,192.433422952337,283.657102485665
Prkcd,174.107087460755,200.680887923911,185.183569013093,123.742373452012,163.708344867874,166.166596584215,188.892582744881,295.769998700634,227.689970963149,259.759420799249,112.377549823867,106.27657336248,115.84012753839,138.207345322446,106.839844886591,115.086501975418,103.790491272213,125.906117815968,97.3030848028395,114.499146936729
Ska3,0.0,0.0,3.78850529586851,0.58436808598163,11.7063581920723,0.0,0.0,59.3851008459211,1.86205132219,11.8609820565189,65.7359579299583,56.6331971453778,20.8272153044227,12.0916424027281,30.2996417704447,5.27294388198427,21.5475277261416,27.9589183799747,24.4317556832012,19.2246075022757
Zdhhc20,847.089182629737,550.540785033535,636.798894631695,385.864153874011,718.025164932337,549.240667351489,853.81478192863,735.014920060627,519.411720639808,382.090490130576,611.928827008521,437.328596886697,303.88488066999,353.700181254661,440.181326376642,651.969122090652,358.257947425995,586.988880825286,276.463630702205,434.858104238673
Esd,293.795632191417,328.48967454279,309.842475206784,460.742707944474,372.335130812862,226.052173289174,347.475373864824,301.681316142772,350.295244112652,472.314891245454,530.607905492892,520.293937954608,361.712232028122,550.812526471734,221.513526717687,417.755953544218,388.861130476209,469.657620558195,580.169806204795,497.683648059429
Tsc22d1,1233.90531902619,1358.47576275373,1033.14513350627,1123.63790244679,889.366192284932,1293.76099300821,835.363341145461,1106.84842508921,1540.40780225933,1852.81574602673,840.974337373999,963.846711434267,650.44805279009,908.556862742295,882.542046926541,611.175276513603,688.4597249877,767.035162759591,783.002740515927,854.056642020303
Diaph3,8.22072505814693,3.03048858560226,25.4437609385763,10.0176486312503,0.0,45.1328711576926,37.0243262764517,78.6811396598186,4.74688232196237,69.9149867519545,80.5878956730389,85.1712440936996,281.279853451594,146.974128793511,205.238232780612,104.115155487281,148.315320756455,154.499093205676,61.4067625678226,116.514042319088
Olfm4,1.67248338891265,23.9285681334745,3.51942495019822,10.150069365829,29.370946721814,28.5989338052807,18.5672225249186,19.2473956290555,0.0,1.38414501246119,0.0,0.0,0.614003676072929,6.12986765635001,4.24513334242631,0.0,0.0,8.37172927668637,4.01019966094775,5.67784530061458
Pbk,10.2870770030619,26.2824127772099,9.45479557817069,1.04060051579241,6.94827339433305,13.6820929714073,9.45644339709019,47.355985820705,35.6936702471036,2.12858011972849,204.737795701923,186.488722799283,310.062374182128,166.534226299799,179.514496124422,56.3378956840651,212.156649923949,204.558303536074,227.351462582499,289.125875308549
Esco2,6.4679711208378,168.767481582456,21.8281377065083,28.4330752624866,18.8242539921396,17.2044427914329,17.4071801042225,61.2997734675393,29.1998633530097,7.05309891084585,276.663329522298,346.726311333957,519.77143798577,286.100901613282,220.180939921745,89.3513859036511,476.474954555873,368.657730776924,390.083321499134,601.680107053682
Clu,125.21126935805,35.802679856231,291.804268001921,201.89575045842,85.8065305828775,76.6977536766324,122.598852956119,247.336200094512,161.21798166879,169.418576744843,99.3466936397154,65.9433146303348,101.061505970686,53.0864379666379,88.9414125300392,100.299522182272,68.0952460314805,51.8436518596515,121.618290023504,101.632922217614
Dpysl2,192.923668183988,169.826916575273,185.699098198194,261.974274472187,224.488928564586,121.937979028277,321.932613205211,283.567563401309,147.128094167165,184.947049739618,235.789891398036,193.214119509626,294.512643804471,423.53825330179,175.751307458358,177.814768757734,363.385044282921,479.634456596408,1005.00362069359,717.267238467957
